temperature,precipitation,time_of_day,percentage
33,18,15,8.6
36,48,14,6.7
58,1,11,0.0
35,20,19,3.0
47,62,21,6.4
45,12,18,0.0
12,47,15,14.9
47,40,22,5.0
55,77,12,5.4
12,30,22,14.9
13,80,16,15.6
82,75,18,5.0
50,79,11,5.8
37,22,21,6.4
62,79,22,10.8
83,84,20,9.8
35,44,16,3.0
73,37,11,0.0
52,74,12,4.8
15,11,22,14.0
78,89,20,10.8
37,89,22,15.2
65,97,16,9.4
19,15,12,7.8
33,14,18,3.6
31,69,19,8.0
24,9,17,6.3
40,45,17,1.5
18,82,16,14.5
41,5,11,1.2
53,97,16,9.4
40,10,22,6.5
62,2,11,0.0
19,11,13,10.8
43,32,11,0.6
9,30,20,13.8
49,39,17,0.0
5,54,17,12.8
51,25,22,5.0
38,96,16,11.299999999999999
12,72,13,17.3
58,93,21,12.6
64,6,21,4.0
81,9,13,3.0
41,39,13,4.2
50,17,16,0.0
22,41,15,11.9
14,80,21,19.3
72,27,17,0.0
75,6,21,4.0
80,25,15,5.0
28,13,11,5.1
51,66,20,6.2
41,32,22,6.2
76,7,14,4.0
47,96,20,12.2
29,38,17,4.8
22,42,21,10.9
55,28,15,5.0
50,7,13,3.0
79,36,15,5.0
63,23,17,0.0
43,13,12,0.6
82,76,13,8.2
42,69,17,4.7
59,44,15,5.0
83,70,19,4.0
9,84,20,20.6
9,66,19,14.0
54,37,12,0.0
46,85,14,11.0
23,76,19,11.8
38,51,15,7.300000000000001
57,57,15,6.4
84,35,14,4.0
25,30,13,9.0
49,28,17,0.0
64,13,14,4.0
57,40,11,0.0
23,13,18,6.6
39,50,16,1.8
18,56,15,14.299999999999999
16,4,12,8.7
53,1,13,3.0
80,81,22,11.2
7,16,16,11.4
31,61,11,6.4
29,56,13,9.0
19,39,18,7.8
31,5,12,4.2
19,91,12,16.0
34,18,11,3.3
79,91,14,12.2
63,47,22,5.0
49,25,14,4.0
57,67,22,8.4
82,46,15,5.0
49,95,12,9.0
76,79,21,9.8
65,5,16,0.0
15,18,18,9.0
82,15,13,3.0
55,86,19,7.2
78,39,13,3.0
43,9,19,0.6
28,20,15,10.1
10,80,18,16.5
37,82,21,12.8
26,26,16,5.7
64,18,16,0.0
24,13,18,6.3
15,54,16,9.8
39,67,13,8.2
39,91,14,14.0
69,72,22,9.4
82,33,12,0.0
53,23,15,5.0
70,47,13,3.0
50,87,13,10.4
9,70,22,19.8
43,88,11,8.2
83,35,14,4.0
55,81,12,6.2
25,59,16,7.8
42,8,16,0.9
40,17,16,1.5
18,24,12,8.1
37,58,22,9.0
27,60,19,7.4
76,78,15,10.6
42,70,20,7.9
51,7,21,4.0
68,6,13,3.0
51,15,12,0.0
5,86,11,19.2
46,49,16,0.0
72,79,17,5.8
82,36,20,3.0
80,34,15,5.0
29,83,13,14.399999999999999
61,24,19,0.0
56,43,11,0.0
11,49,18,10.2
11,79,11,16.0
60,87,13,10.4
43,98,16,10.2
74,67,14,7.4
62,12,15,5.0
27,79,22,16.2
14,76,17,14.5
76,2,11,0.0
40,72,12,5.9
75,86,14,11.2
7,23,17,11.4
76,58,20,4.6
81,54,21,4.8
17,21,22,13.4
52,27,13,3.0
70,99,19,9.8
7,79,12,17.2
67,44,20,3.0
19,26,18,7.8
6,42,18,11.7
65,41,18,0.0
63,14,14,4.0
21,25,17,7.2
15,42,16,9.0
9,55,21,15.8
74,37,18,0.0
71,64,22,7.8
27,13,19,5.4
67,85,11,7.0
8,77,15,21.5
33,21,20,6.6
21,17,16,7.2
39,75,22,11.8
52,53,21,4.6
52,58,11,1.6
57,89,19,7.8
69,38,21,4.0
79,10,18,0.0
5,42,21,16.0
11,33,14,14.2
81,6,12,0.0
74,97,16,9.4
34,23,20,6.3
74,91,16,8.2
42,96,17,10.1
34,97,18,12.7
58,99,14,13.8
20,10,21,11.5
20,35,15,12.5
31,65,12,7.2
26,44,20,8.7
19,1,18,7.8
50,19,16,0.0
5,54,16,12.8
32,36,13,6.9
37,62,14,8.8
19,71,19,12.0
61,33,13,3.0
74,32,16,0.0
72,6,21,4.0
62,4,18,0.0
24,95,15,20.3
8,67,19,14.5
14,60,20,14.3
11,4,21,14.2
61,83,15,11.6
10,0,12,10.5
59,71,13,7.2
35,43,18,3.0
68,4,15,5.0
40,71,14,9.7
17,10,18,8.4
79,31,20,3.0
77,55,12,1.0
76,19,15,5.0
65,56,22,6.2
14,38,13,12.3
70,35,13,3.0
28,58,19,6.699999999999999
38,26,21,6.1
54,37,14,4.0
79,86,13,10.2
5,27,15,17.0
9,43,19,10.8
31,72,21,12.600000000000001
11,67,20,16.6
5,49,17,12.0
36,18,12,2.7
21,56,21,12.4
22,69,17,10.7
72,23,21,4.0
53,24,19,0.0
17,5,22,13.4
73,76,20,8.2
26,43,15,10.7
30,59,21,10.3
72,37,14,4.0
9,36,19,10.8
13,87,19,17.0
81,86,21,11.2
66,59,17,1.8
77,42,15,5.0
72,32,12,0.0
82,35,17,0.0
6,89,16,19.5
54,57,17,1.4
55,26,17,0.0
6,97,14,25.1
45,57,21,5.4
68,23,22,5.0
48,25,15,5.0
56,5,22,5.0
41,91,20,12.399999999999999
70,54,22,5.8
60,5,11,0.0
27,39,16,5.4
75,0,15,5.0
43,62,13,6.0
64,40,15,5.0
60,89,12,7.8
40,51,16,1.7
5,54,11,12.8
8,97,19,20.5
45,88,18,7.6
57,96,13,12.2
35,33,14,7.0
37,28,21,6.4
9,20,13,13.8
47,7,19,0.0
15,12,13,12.0
36,38,17,2.7
5,60,17,14.0
47,30,22,5.0
10,60,19,12.5
15,65,14,16.0
45,15,20,3.0
31,26,20,7.2
65,51,11,0.2
80,16,15,5.0
17,60,13,13.4
39,43,13,4.8
29,57,19,6.199999999999999
40,11,13,4.5
25,23,18,6.0
59,31,12,0.0
40,21,13,4.5
32,72,22,13.3
31,31,21,8.2
16,81,13,17.9
78,22,12,0.0
30,15,18,4.5
49,27,22,5.0
10,15,20,13.5
12,50,13,12.9
79,66,16,3.2
21,1,14,11.2
42,27,13,3.9
81,45,17,0.0
45,69,14,7.8
19,55,12,8.8
78,47,20,3.0
32,61,11,6.1
29,83,15,16.4
83,61,11,2.2
39,93,18,10.4
84,95,16,9.0
41,69,12,5.0
31,62,21,10.6
9,47,16,10.8
63,61,17,2.2
70,52,14,4.4
61,36,13,3.0
65,24,15,5.0
64,8,15,5.0
68,74,21,8.8
36,21,13,5.7
20,96,17,16.7
48,46,22,5.0
73,93,18,8.6
65,87,11,7.4
75,79,20,8.8
38,74,19,6.9
78,70,21,8.0
25,8,11,6.0
23,16,14,10.6
56,48,16,0.0
46,75,16,5.0
43,89,21,12.4
49,72,21,8.4
17,3,13,11.4
47,40,15,5.0
75,62,16,2.4
70,14,19,0.0
49,23,12,0.0
8,68,13,17.7
5,26,20,15.0
64,77,20,8.4
54,28,14,4.0
51,10,18,0.0
21,36,21,11.2
39,93,21,14.4
12,80,13,18.9
60,81,13,9.2
64,32,20,3.0
59,97,15,14.4
11,24,16,10.2
69,42,15,5.0
29,1,13,7.8
28,87,14,16.5
79,44,18,0.0
69,5,14,4.0
51,38,22,5.0
12,99,20,22.700000000000003
49,66,12,3.2
33,70,14,11.6
35,85,18,10.0
61,93,20,11.6
11,75,17,15.2
35,44,11,3.0
64,32,16,0.0
60,72,18,4.4
36,26,15,7.7
65,69,20,6.8
65,20,13,3.0
80,61,16,2.2
68,40,19,0.0
14,15,22,14.3
30,19,17,4.5
73,2,15,5.0
77,15,21,4.0
41,75,15,11.2
34,81,22,14.5
6,88,11,19.299999999999997
46,17,20,3.0
72,87,18,7.4
39,19,20,4.8
14,29,20,12.3
35,89,12,10.8
83,15,17,0.0
10,23,22,15.5
69,0,22,5.0
78,38,15,5.0
6,39,18,11.7
13,73,17,14.2
84,34,17,0.0
70,62,20,5.4
84,36,14,4.0
63,12,12,0.0
17,68,22,17.0
10,47,16,10.5
29,88,18,12.399999999999999
67,51,16,0.2
63,99,11,9.8
50,63,14,6.6
19,7,14,11.8
70,13,15,5.0
46,58,16,1.6
21,3,15,12.2
27,12,17,5.4
19,1,20,10.8
42,78,15,11.5
60,80,12,6.0
38,26,20,5.1
69,38,18,0.0
84,16,12,0.0
38,64,14,8.9
77,69,22,8.8
20,21,16,7.5
54,2,14,4.0
73,19,21,4.0
46,18,20,3.0
66,16,18,0.0
16,3,21,12.7
73,35,12,0.0
76,7,16,0.0
84,66,17,3.2
32,83,22,15.5
34,28,12,3.3
79,6,19,0.0
54,79,16,5.8
21,74,13,15.0
14,41,14,13.3
15,6,18,9.0
51,8,15,5.0
12,25,18,9.9
35,96,18,12.2
41,17,20,4.2
37,7,14,6.4
13,88,12,17.2
50,28,19,0.0
7,37,18,11.4
17,99,11,18.200000000000003
32,24,16,3.9
56,70,13,7.0
65,50,20,3.0
28,18,12,5.1
14,8,20,12.3
46,14,17,0.0
41,70,14,9.2
19,11,16,7.8
32,76,15,14.1
41,18,12,1.2
69,37,11,0.0
17,44,14,12.4
63,42,20,3.0
72,54,13,3.8
60,96,15,14.2
34,61,18,5.5
68,59,20,4.8
71,83,22,11.6
24,1,11,6.3
31,39,20,7.2
16,76,22,18.9
45,96,11,9.2
84,36,18,0.0
55,73,16,4.6
84,87,19,7.4
33,48,13,6.6
55,41,17,0.0
63,42,15,5.0
35,89,19,10.8
13,94,14,22.4
74,61,17,2.2
34,74,22,13.1
44,57,22,6.7
11,76,13,18.4
76,41,18,0.0
63,77,12,5.4
15,21,13,12.0
7,4,14,15.4
8,34,12,11.1
24,58,19,7.9
9,42,22,15.8
38,58,18,3.7
18,41,14,12.1
17,73,22,18.0
65,42,11,0.0
53,91,19,8.2
49,88,14,11.6
57,76,14,9.2
28,51,11,5.3
67,26,12,0.0
79,40,11,0.0
13,12,21,13.6
67,95,17,9.0
60,91,11,8.2
81,58,21,5.6
81,26,18,0.0
75,77,16,5.4
79,91,13,11.2
46,72,18,4.4
5,67,16,15.4
68,0,22,5.0
76,32,18,0.0
19,43,12,7.8
73,25,16,0.0
26,64,17,8.5
24,4,12,6.3
72,53,17,0.6
49,93,19,8.6
84,99,20,12.8
44,45,17,0.3
50,24,16,0.0
67,57,14,5.4
16,99,21,22.5
56,29,11,0.0
11,29,12,10.2
59,41,18,0.0
9,60,18,12.8
51,94,21,12.8
42,65,22,8.9
47,31,19,0.0
74,9,17,0.0
12,62,11,12.3
54,9,17,0.0
82,17,14,4.0
13,35,15,14.6
17,35,19,8.4
54,88,14,11.6
82,26,12,0.0
39,4,19,1.8
29,89,12,12.6
65,36,20,3.0
35,49,19,3.0
53,66,13,6.2
47,29,15,5.0
49,20,17,0.0
11,41,11,10.2
78,65,12,3.0
10,15,21,14.5
54,92,22,13.4
74,5,18,0.0
49,27,11,0.0
58,75,12,5.0
21,62,11,9.6
33,93,14,16.2
68,37,11,0.0
75,18,16,0.0
24,68,18,9.9
30,49,11,4.5
33,91,12,11.799999999999999
11,36,12,10.2
38,91,20,13.299999999999999
9,65,12,13.8
81,1,16,0.0
10,59,12,12.3
37,0,17,2.4
47,35,19,0.0
63,18,12,0.0
37,49,22,7.4
65,45,14,4.0
22,51,18,7.1000000000000005
18,34,17,8.1
25,5,19,6.0
43,27,22,5.6
38,96,22,16.299999999999997
35,27,12,3.0
11,75,22,20.2
75,2,17,0.0
5,49,14,16.0
26,36,15,10.7
67,12,20,3.0
66,32,21,4.0
50,52,18,0.4
61,59,19,1.8
49,50,11,0.0
78,15,16,0.0
80,14,17,0.0
84,71,21,8.2
17,11,12,8.4
72,19,20,3.0
41,66,13,7.4
18,72,21,16.5
41,9,13,4.2
18,70,17,12.1
70,9,14,4.0
70,85,13,10.0
37,2,13,5.4
6,18,15,16.7
57,61,13,5.2
59,87,15,12.4
49,22,12,0.0
41,87,21,12.6
31,6,18,4.2
56,1,16,0.0
51,3,20,3.0
62,70,12,4.0
11,99,13,23.0
17,54,20,12.200000000000001
52,79,12,5.8
32,25,20,6.9
49,54,16,0.8
60,98,15,14.6
39,65,16,4.8
59,23,17,0.0
41,43,22,6.2
13,43,15,14.6
7,68,14,19.0
6,80,16,17.7
62,33,19,0.0
26,31,11,5.7
28,85,12,12.1
82,54,17,0.8
58,57,12,1.4
21,14,15,12.2
62,18,16,0.0
62,13,13,3.0
25,65,22,14.0
81,44,20,3.0
67,80,18,6.0
67,81,15,11.2
48,98,12,9.6
44,6,12,0.3
79,47,21,4.0
70,13,15,5.0
71,25,21,4.0
83,75,11,5.0
50,38,11,0.0
28,16,18,5.1
76,13,13,3.0
74,3,13,3.0
55,76,15,10.2
81,93,16,8.6
8,16,11,11.1
35,42,11,3.0
69,32,21,4.0
34,18,18,3.3
76,70,15,9.0
44,68,11,3.9
18,54,14,12.9
48,74,22,9.8
38,87,18,9.5
43,75,19,5.6
8,4,11,11.1
31,48,14,8.2
46,39,22,5.0
15,2,19,9.0
36,77,22,13.100000000000001
54,93,17,8.6
57,55,11,1.0
8,30,11,11.1
23,49,11,6.6
75,36,18,0.0
37,87,18,9.8
82,81,19,6.2
81,36,14,4.0
74,24,13,3.0
59,79,17,5.8
13,24,20,12.6
66,60,22,7.0
66,62,21,6.4
52,44,17,0.0
72,58,12,1.6
52,9,16,0.0
31,37,21,8.2
59,43,15,5.0
48,34,15,5.0
75,17,13,3.0
56,24,19,0.0
61,92,14,12.4
13,34,16,9.6
12,75,22,19.9
60,70,19,4.0
14,51,17,9.5
69,23,15,5.0
76,36,20,3.0
49,88,16,7.6
43,18,19,0.6
50,34,16,0.0
21,45,20,10.2
71,95,11,9.0
80,52,15,5.4
66,53,22,5.6
72,50,19,0.0
40,74,21,10.3
13,83,15,21.2
39,56,11,3.0
71,55,18,1.0
56,6,15,5.0
32,78,12,9.5
62,82,14,10.4
28,48,12,5.1
63,25,22,5.0
41,83,18,7.8
42,34,16,0.9
29,87,15,17.2
19,27,12,7.8
20,52,20,10.9
59,81,11,6.2
8,28,21,15.1
30,75,12,9.5
43,85,21,11.6
61,18,12,0.0
51,93,13,11.6
52,28,12,0.0
53,66,19,3.2
41,95,19,10.2
42,76,16,6.1000000000000005
66,8,21,4.0
65,86,11,7.2
78,78,22,10.6
12,82,22,21.3
42,47,13,3.9
40,54,13,5.3
60,70,12,4.0
49,43,16,0.0
54,47,18,0.0
24,24,17,6.3
67,79,17,5.8
59,37,22,5.0
38,52,19,2.5
36,20,20,5.7
80,77,13,8.4
77,83,16,6.6
47,53,15,5.6
83,51,20,3.2
17,8,17,8.4
6,89,18,19.5
65,0,22,5.0
18,84,13,17.9
46,69,15,8.8
19,29,20,10.8
14,73,14,17.9
60,91,16,8.2
57,18,11,0.0
62,40,15,5.0
66,63,11,2.6
61,58,16,1.6
67,85,22,12.0
8,22,14,15.1
82,81,17,6.2
38,47,21,6.1
36,27,22,7.7
82,31,18,0.0
38,21,19,2.1
74,16,11,0.0
44,54,18,1.1
39,54,11,2.6
19,95,17,16.8
55,79,21,9.8
24,42,18,6.3
41,39,21,5.2
42,23,22,5.9
25,67,12,9.4
14,28,18,9.3
58,57,19,1.4
13,98,19,19.2
46,25,14,4.0
20,95,17,16.5
28,53,19,5.699999999999999
8,13,13,14.1
48,21,12,0.0
27,56,12,6.6000000000000005
46,3,18,0.0
70,62,18,2.4
23,51,20,9.8
24,46,11,6.3
32,49,21,7.9
28,85,14,16.1
6,52,21,16.1
11,54,13,14.0
5,40,13,15.0
15,55,17,10.0
55,22,16,0.0
64,35,22,5.0
35,63,21,9.6
34,21,13,6.3
81,96,21,13.2
28,56,21,10.3
22,88,15,19.5
62,4,15,5.0
81,53,19,0.6
21,39,17,7.2
50,38,22,5.0
23,28,15,11.6
16,82,18,15.1
16,53,11,9.299999999999999
54,43,13,3.0
70,43,11,0.0
24,18,17,6.3
10,71,12,14.7
5,54,11,12.8
11,30,21,14.2
59,97,12,9.4
78,67,20,6.4
19,85,22,19.8
28,60,22,12.1
33,94,21,16.4
75,41,15,5.0
38,3,21,6.1
82,50,12,0.0
41,29,21,5.2
46,81,11,6.2
68,25,22,5.0
23,48,17,6.6
27,31,14,9.4
75,94,12,8.8
10,39,20,13.5
59,83,21,10.6
81,72,18,4.4
43,29,21,4.6
29,80,14,14.8
8,4,13,14.1
37,93,20,14.0
70,1,21,4.0
6,33,17,11.7
18,30,17,8.1
54,29,13,3.0
15,25,21,13.0
38,53,14,6.7
42,8,17,0.9
43,13,13,3.6
26,84,16,12.5
46,30,12,0.0
61,7,17,0.0
82,55,11,1.0
42,62,15,8.3
13,27,12,9.6
33,84,19,10.4
73,96,21,13.2
46,22,20,3.0
64,78,14,9.6
43,93,21,13.2
76,22,18,0.0
64,38,12,0.0
57,52,21,4.4
80,21,14,4.0
12,83,20,19.5
25,33,14,10.0
60,86,21,11.2
52,5,21,4.0
51,58,14,5.6
13,3,12,9.6
82,73,17,4.6
5,99,21,25.8
59,11,12,0.0
35,87,17,10.4
84,4,16,0.0
15,69,14,16.8
70,98,16,9.6
64,24,11,0.0
35,4,12,3.0
54,58,13,4.6
64,71,17,4.2
66,15,17,0.0
43,38,18,0.6
7,59,14,17.200000000000003
62,30,21,4.0
72,51,22,5.2
34,79,16,9.1
71,66,14,7.2
72,82,13,9.4
62,41,14,4.0
81,61,13,5.2
57,76,14,9.2
18,76,15,18.3
14,5,21,13.3
82,22,15,5.0
26,40,12,5.7
67,60,22,7.0
65,5,14,4.0
50,49,17,0.0
41,67,11,4.6
25,56,16,7.2
7,56,14,16.6
23,34,18,6.6
36,62,16,5.1
83,34,22,5.0
28,16,12,5.1
77,37,22,5.0
78,41,19,0.0
52,41,19,0.0
62,24,20,3.0
44,58,16,1.9000000000000001
11,28,19,10.2
50,5,15,5.0
19,13,11,7.8
78,90,18,8.0
9,43,14,14.8
63,47,22,5.0
74,34,13,3.0
26,69,18,9.5
32,55,17,4.9
58,7,19,0.0
23,29,17,6.6
18,27,13,11.1
52,26,13,3.0
11,44,19,10.2
83,96,13,12.2
36,89,15,15.5
26,15,17,5.7
50,13,15,5.0
17,62,22,15.8
26,59,22,12.5
14,87,22,21.700000000000003
48,56,21,5.2
28,59,14,10.899999999999999
63,50,14,4.0
66,94,16,8.8
76,64,21,6.8
76,83,12,6.6
59,45,19,0.0
53,95,13,12.0
54,21,22,5.0
23,23,19,6.6
62,98,19,9.6
52,49,13,3.0
76,65,15,8.0
16,5,21,12.7
24,0,18,6.3
49,36,17,0.0
30,94,17,13.3
35,0,19,3.0
63,95,15,14.0
7,24,21,15.4
22,49,11,6.9
25,56,13,10.2
61,65,15,8.0
46,40,17,0.0
66,90,19,8.0
34,5,19,3.3
65,80,15,11.0
40,43,20,4.5
59,67,22,8.4
8,37,14,15.1
19,15,13,10.8
75,41,15,5.0
61,83,19,6.6
67,57,19,1.4
81,99,11,9.8
68,94,15,13.8
21,46,18,7.2
57,92,19,8.4
44,64,21,7.1
74,19,18,0.0
54,60,11,2.0
72,41,12,0.0
19,26,16,7.8
76,46,19,0.0
38,2,12,2.1
34,31,18,3.3
77,80,15,11.0
28,70,22,14.1
12,53,18,10.5
61,63,12,2.6
74,17,22,5.0
29,40,13,7.8
81,4,22,5.0
38,45,20,5.1
29,52,13,8.2
22,50,11,6.9
77,47,12,0.0
74,55,15,6.0
18,2,21,12.1
10,14,13,13.5
40,11,12,1.5
40,33,21,5.5
79,2,13,3.0
22,71,17,11.100000000000001
19,42,12,7.8
20,58,22,14.1
80,1,19,0.0
18,18,13,11.1
51,36,19,0.0
58,95,20,12.0
62,22,12,0.0
81,16,22,5.0
34,35,16,3.3
50,63,22,7.6
20,78,22,18.1
5,25,19,12.0
45,68,12,3.6
31,27,17,4.2
81,24,16,0.0
66,58,21,5.6
32,42,11,3.9
24,13,15,11.3
59,58,12,1.6
55,14,11,0.0
73,79,22,10.8
77,85,21,11.0
38,18,15,7.1
31,77,12,9.600000000000001
42,47,17,0.9
33,98,22,18.2
39,90,20,12.8
24,55,16,7.3
23,51,17,6.8
9,77,19,16.200000000000003
29,60,11,6.8
30,29,12,4.5
55,65,11,3.0
70,81,22,11.2
65,77,15,10.4
19,72,21,16.2
49,85,20,10.0
10,11,19,10.5
62,74,21,8.8
5,7,20,15.0
77,95,17,9.0
47,22,17,0.0
20,21,18,7.5
18,25,21,12.1
78,70,14,8.0
23,47,21,10.6
55,92,20,11.4
12,35,22,14.9
52,95,12,9.0
16,18,11,8.7
74,11,11,0.0
39,40,13,4.8
74,89,20,10.8
10,63,15,18.1
15,94,15,22.8
42,40,22,5.9
30,76,11,9.7
32,2,12,3.9
76,45,19,0.0
84,92,17,8.4
54,63,15,7.6
62,31,16,0.0
30,91,16,12.7
48,75,16,5.0
19,83,21,18.4
80,4,15,5.0
28,29,15,10.1
81,36,18,0.0
63,10,17,0.0
61,6,20,3.0
21,61,14,13.4
81,2,16,0.0
5,24,20,15.0
15,36,18,9.0
24,83,20,15.899999999999999
35,90,22,16.0
43,42,15,5.6
67,43,22,5.0
10,7,22,15.5
32,83,15,15.5
55,84,18,6.8
57,98,20,12.6
48,72,16,4.4
69,86,19,7.2
84,30,11,0.0
16,43,17,8.7
32,59,20,8.7
83,93,13,11.6
76,24,22,5.0
72,93,18,8.6
34,4,12,3.3
39,25,21,5.8
10,4,12,10.5
34,80,17,9.3
84,13,20,3.0
67,61,21,6.2
12,87,12,17.3
37,85,11,9.4
47,64,11,2.8
80,63,21,6.6
47,92,16,8.4
49,78,16,5.6
58,30,12,0.0
69,22,22,5.0
11,29,19,10.2
40,24,16,1.5
29,2,13,7.8
41,89,19,9.0
16,13,11,8.7
36,24,21,6.7
53,41,11,0.0
42,38,13,3.9
60,80,21,10.0
84,56,12,1.2
69,23,22,5.0
30,77,14,13.9
61,52,16,0.4
18,90,14,20.1
60,16,17,0.0
74,44,22,5.0
45,61,19,2.2
55,10,21,4.0
71,13,22,5.0
16,11,11,8.7
53,6,16,0.0
5,32,18,12.0
23,44,14,10.6
70,47,11,0.0
62,52,18,0.4
76,48,18,0.0
8,80,14,21.1
12,17,15,14.9
31,36,20,7.2
30,3,18,4.5
47,34,11,0.0
44,56,22,6.5
54,80,21,10.0
71,52,13,3.4
77,15,21,4.0
78,66,16,3.2
33,82,14,14.0
46,18,14,4.0
22,5,11,6.9
25,82,19,12.4
71,13,16,0.0
66,43,12,0.0
31,58,15,10.8
51,86,14,11.2
30,12,17,4.5
13,92,13,21.0
16,55,20,12.7
20,62,13,12.9
51,62,18,2.4
60,10,18,0.0
70,60,17,2.0
55,72,15,9.4
31,66,11,7.4
77,91,11,8.2
70,73,13,7.6
66,28,18,0.0
75,82,14,10.4
12,3,14,13.9
42,39,21,4.9
10,15,20,13.5
63,62,16,2.4
23,24,14,10.6
83,34,15,5.0
60,77,22,10.4
32,51,12,4.1
14,5,13,12.3
49,12,11,0.0
69,84,15,11.8
54,72,18,4.4
36,60,18,4.7
65,2,13,3.0
20,20,13,10.5
10,68,18,14.1
70,67,20,6.4
66,4,22,5.0
70,2,18,0.0
71,46,17,0.0
23,47,22,11.6
8,83,15,22.7
47,73,14,8.6
22,44,20,9.9
50,36,19,0.0
50,3,18,0.0
25,34,16,6.0
34,81,14,13.5
68,78,21,9.6
45,1,22,5.0
21,46,20,10.2
9,60,17,12.8
9,99,17,20.6
77,86,18,7.2
79,5,13,3.0
52,72,19,4.4
82,88,13,10.6
42,40,16,0.9
10,99,22,25.3
62,16,21,4.0
18,89,18,15.899999999999999
76,9,14,4.0
63,69,19,3.8
69,87,22,12.4
17,99,15,23.200000000000003
31,79,14,14.0
29,62,20,10.2
60,44,11,0.0
72,11,18,0.0
63,72,12,4.4
53,48,19,0.0
22,1,18,6.9
79,85,16,7.0
80,16,14,4.0
7,58,19,13.0
83,6,17,0.0
61,19,21,4.0
10,99,19,20.3
73,80,19,6.0
35,59,13,7.8
12,97,17,19.3
14,73,16,13.9
7,60,11,13.4
16,73,14,17.299999999999997
80,60,13,5.0
23,15,12,6.6
25,16,16,6.0
18,20,20,11.1
79,42,20,3.0
33,84,13,13.4
11,93,16,18.799999999999997
53,0,18,0.0
69,10,22,5.0
11,30,14,14.2
18,90,13,19.1
20,81,17,13.7
20,64,13,13.3
17,41,14,12.4
33,31,12,3.6
77,6,20,3.0
65,72,12,4.4
41,89,14,13.0
21,32,17,7.2
35,12,18,3.0
63,6,21,4.0
51,99,14,13.8
10,39,15,15.5
36,87,11,10.100000000000001
35,77,22,13.4
22,72,15,16.3
13,84,14,20.4
7,68,22,20.0
75,6,14,4.0
30,2,12,4.5
17,87,12,15.8
38,88,16,9.7
47,16,20,3.0
37,10,13,5.4
73,89,18,7.8
40,1,12,1.5
83,93,14,12.6
78,29,17,0.0
72,50,13,3.0
51,74,16,4.8
65,66,18,3.2
49,53,17,0.6
52,37,19,0.0
45,28,19,0.0
42,67,18,4.3
72,31,15,5.0
79,50,13,3.0
15,15,12,9.0
20,21,16,7.5
69,54,17,0.8
75,56,20,4.2
71,81,18,6.2
75,74,18,4.8
5,34,18,12.0
75,83,17,6.6
8,71,18,15.3
41,41,14,5.2
18,78,17,13.7
83,51,16,0.2
29,81,19,11.0
8,52,18,11.5
70,72,17,4.4
47,69,22,8.8
30,14,18,4.5
19,20,18,7.8
10,12,21,14.5
41,69,21,9.0
47,66,21,7.2
46,47,13,3.0
17,4,18,8.4
20,94,16,16.3
46,81,12,6.2
42,93,18,9.5
70,93,11,8.6
69,40,17,0.0
9,47,17,10.8
34,71,13,10.5
47,42,17,0.0
36,15,17,2.7
71,11,20,3.0
71,87,22,12.4
46,80,13,9.0
9,8,15,15.8
63,98,11,9.6
27,91,11,13.6
12,18,20,12.9
72,42,14,4.0
74,22,19,0.0
23,15,21,10.6
48,27,19,0.0
42,11,15,5.9
48,20,14,4.0
10,58,21,16.1
7,30,12,11.4
84,94,18,8.8
37,89,17,10.2
70,43,17,0.0
62,46,14,4.0
30,12,12,4.5
32,82,17,10.3
47,17,13,3.0
79,35,16,0.0
20,35,22,12.5
27,90,22,18.4
63,3,18,0.0
39,93,22,15.4
45,54,11,0.8
26,22,17,5.7
78,67,11,3.4
5,18,13,15.0
50,73,18,4.6
26,82,22,17.1
36,97,15,17.1
34,50,13,6.3
47,28,20,3.0
16,36,13,11.7
75,51,13,3.2
31,1,16,4.2
30,90,14,16.5
22,72,13,14.3
79,4,21,4.0
70,28,14,4.0
65,28,13,3.0
50,42,11,0.0
33,40,17,3.6
36,54,19,3.5
19,83,18,14.399999999999999
64,76,14,9.2
32,31,14,7.9
31,91,19,12.399999999999999
45,37,17,0.0
51,88,17,7.6
37,59,14,8.2
48,42,17,0.0
54,10,17,0.0
14,82,16,15.700000000000001
28,51,11,5.3
38,22,18,2.1
24,16,19,6.3
29,68,11,8.4
59,93,19,8.6
47,61,15,7.2
57,36,18,0.0
54,37,16,0.0
59,44,21,4.0
17,54,19,9.200000000000001
53,91,16,8.2
14,27,19,9.3
15,24,13,12.0
82,9,15,5.0
24,82,19,12.7
76,65,18,3.0
83,3,18,0.0
52,18,14,4.0
80,46,12,0.0
21,17,19,7.2
37,61,19,4.6
24,60,13,11.3
50,75,16,5.0
35,84,21,13.8
55,76,18,5.2
23,63,20,12.2
66,93,12,8.6
48,7,22,5.0
81,42,15,5.0
42,16,17,0.9
53,81,14,10.2
69,39,21,4.0
15,14,20,12.0
31,83,14,14.8
62,46,19,0.0
68,48,12,0.0
69,49,18,0.0
19,95,19,16.8
5,30,21,16.0
23,25,12,6.6
60,57,11,1.4
68,11,18,0.0
38,41,21,6.1
68,91,17,8.2
14,86,20,19.5
80,41,14,4.0
64,46,22,5.0
43,3,17,0.6
70,67,18,3.4
36,29,21,6.7
55,39,13,3.0
30,49,16,4.5
61,8,11,0.0
64,89,19,7.8
59,32,16,0.0
10,51,21,14.7
11,44,16,10.2
70,2,18,0.0
30,99,13,17.3
